id,expression,region,universe,delay,decay,neutralization,truncation
tmpl_7366977a0a,"regression_neut(vector_neut(ts_rank(eps_estimate_value / close, 120), ts_median(cap, 120)), abs(ts_mean(returns, 252) / (ts_std_dev(returns, 252) + 0.001)))",USA,TOP3000,1,10,INDUSTRY,0.05
tmpl_c0f01666d2,"rank(vector_neut(vector_neut(group_rank(ts_rank(eps_estimate_value, 60), bucket(rank(cap), range='0.1,1,0.1')), group_neutralize(close, bucket(rank(cap), range='0.1,1,0.1'))), abs(ts_mean(returns, 126) / (ts_std_dev(returns, 126) + 0.001))))",USA,TOP3000,1,10,INDUSTRY,0.05
tmpl_3fa16cc63f,"regression_neut(vector_neut(ts_rank(earnings_per_share_reported_value / close, 120), ts_median(cap, 120)), abs(ts_mean(returns, 252) / (ts_std_dev(returns, 252) + 0.001)))",USA,TOP3000,1,10,INDUSTRY,0.05
tmpl_0fb01cd250,"rank(vector_neut(vector_neut(group_rank(ts_rank(earnings_per_share_reported_value, 60), bucket(rank(cap), range='0.1,1,0.1')), group_neutralize(close, bucket(rank(cap), range='0.1,1,0.1'))), abs(ts_mean(returns, 126) / (ts_std_dev(returns, 126) + 0.001))))",USA,TOP3000,1,10,INDUSTRY,0.05
tmpl_087e85eade,"ts_corr(ts_delay((volume / sharesout) - ts_mean(volume / sharesout, 30), 3), abs((close - open) / open - ts_mean((close - open) / open, 30)), 10)",USA,TOP3000,1,10,INDUSTRY,0.05
tmpl_1a78b4499c,"-ts_corr(abs((open - ts_delay(close, 1)) / ts_delay(close, 1)), ts_delay(volume / sharesout, 1), 7)",USA,TOP3000,1,10,INDUSTRY,0.05
tmpl_f44304e7df,"-group_rank(group_neutralize(ts_std_dev(volume / sharesout, 20), bucket(rank(cap), range='0.1,1,0.1')), bucket(rank(cap), range='0.1,1,0.1'))",USA,TOP3000,1,10,INDUSTRY,0.05
tmpl_12d2441bf8,"group_neutralize(-group_rank(ts_mean(((high - ts_delay(low, 1)) / ts_delay(low, 1) - log((high - ts_delay(low, 1)) / ts_delay(low, 1) + 1)) * 2 - power(log((high - ts_delay(low, 1)) / ts_delay(low, 1) + 1), 2), 24), bucket(rank(cap), range='0.1,1,0.1')), bucket(rank(cap), range='0.1,1,0.1'))",USA,TOP3000,1,10,INDUSTRY,0.05
tmpl_a01c471941,"trade_when(ts_rank(ts_std_dev(returns, 10), 252) < 0.9, -regression_neut(group_neutralize(ts_std_dev(volume / sharesout, 30) / (ts_mean(volume / sharesout, 30) + 0.001), bucket(rank(cap), range='0.1,1,0.1')), ts_std_dev(returns, 30)), -1)",USA,TOP3000,1,10,INDUSTRY,0.05
tmpl_d0cfa6749c,"trade_when(ts_rank(ts_std_dev(group_mean(returns, 1, market), 10), 252) < 0.9, group_neutralize(regression_neut(regression_neut(earnings_momentum_analyst_score, ts_mean(returns - group_mean(returns, 1, market), 5)), ts_delay(ts_mean(returns - group_mean(returns, 1, market), 20), 20)), bucket(rank(cap), range='0.1,1,0.1')), -1)",USA,TOP3000,1,10,INDUSTRY,0.05
tmpl_d73325db2f,"trade_when(ts_rank(ts_std_dev(group_mean(returns, 1, market), 10), 252) < 0.9, group_neutralize(regression_neut(regression_neut(change_in_eps_surprise, ts_mean(returns - group_mean(returns, 1, market), 5)), ts_delay(ts_mean(returns - group_mean(returns, 1, market), 20), 20)), bucket(rank(cap), range='0.1,1,0.1')), -1)",USA,TOP3000,1,10,INDUSTRY,0.05
tmpl_495998777a,"trade_when(ts_rank(ts_std_dev(group_mean(returns, 1, market), 10), 252) < 0.9, group_neutralize(regression_neut(regression_neut(earnings_revision_magnitude, ts_mean(returns - group_mean(returns, 1, market), 5)), ts_delay(ts_mean(returns - group_mean(returns, 1, market), 20), 20)), bucket(rank(cap), range='0.1,1,0.1')), -1)",USA,TOP3000,1,10,INDUSTRY,0.05
tmpl_fade099002,"trade_when(ts_rank(ts_std_dev(group_mean(returns, 1, market), 10), 252) < 0.9, group_neutralize(regression_neut(regression_neut(analyst_revision_rank_derivative, ts_mean(returns - group_mean(returns, 1, market), 5)), ts_delay(ts_mean(returns - group_mean(returns, 1, market), 20), 20)), bucket(rank(cap), range='0.1,1,0.1')), -1)",USA,TOP3000,1,10,INDUSTRY,0.05
refit_c363fcc1e8,"rank(ts_zscore(analyst_revision_rank_derivative, 120) - ts_zscore(returns, 120))",USA,TOP3000,1,6,INDUSTRY,0.04
refit_5a788072cf,"rank(ts_delta(ts_mean(analyst_revision_rank_derivative, 20), 60))",USA,TOP3000,1,6,INDUSTRY,0.04
refit_74c42bbe85,"rank(ts_rank(analyst_revision_rank_derivative, 120) - ts_rank(ts_std_dev(returns, 120), 120))",USA,TOP3000,1,6,INDUSTRY,0.04
refit_1b531a7235,"-rank(ts_corr(ts_rank(analyst_revision_rank_derivative, 120), ts_rank(volume, 120), 120))",USA,TOP3000,1,6,INDUSTRY,0.04
refit_837229efbf,"rank(ts_zscore(eps_estimate_value, 120) - ts_zscore(cap, 120))",USA,TOP3000,1,6,INDUSTRY,0.04
refit_cb6c5502d2,"rank(ts_zscore(eps_estimate_value, 120) - ts_zscore(returns, 120))",USA,TOP3000,1,6,INDUSTRY,0.04
decor_71140e0be7,"rank(ts_decay_linear(rank(ts_zscore(actual_eps_value_quarterly, 120) - ts_zscore(returns, 120)), 3))",USA,TOP3000,1,6,INDUSTRY,0.04
decor_3c9cd3dadf,"rank(ts_mean(rank(ts_zscore(actual_eps_value_quarterly, 120) - ts_zscore(returns, 120)), 3))",USA,TOP3000,1,6,INDUSTRY,0.04
decor_6a5501cdb6,"trade_when(rank(adv20) > 0.15, rank(ts_zscore(actual_eps_value_quarterly, 120) - ts_zscore(returns, 120)), rank(adv20) < 0.05)",USA,TOP3000,1,6,INDUSTRY,0.04
decor_034c90ff0d,"rank(rank(ts_zscore(actual_eps_value_quarterly, 120) - ts_zscore(returns, 120)) - rank(ts_std_dev(returns, 120)))",USA,TOP3000,1,6,INDUSTRY,0.04
decor_591157b811,"rank(rank(ts_zscore(actual_eps_value_quarterly, 120) - ts_zscore(returns, 120)) - rank(cap))",USA,TOP3000,1,6,INDUSTRY,0.04
decor_968e0bd061,"rank(rank(ts_zscore(actual_eps_value_quarterly, 120) - ts_zscore(returns, 120)) + 0.2 * rank(ts_corr(vwap, volume, 120)))",USA,TOP3000,1,6,INDUSTRY,0.04
refit_7f39687d22,"rank(ts_delta(ts_mean(eps_estimate_value, 20), 60))",USA,TOP3000,1,6,INDUSTRY,0.04
refit_4ff93229fd,"rank(ts_rank(eps_estimate_value, 120) - ts_rank(ts_std_dev(returns, 120), 120))",USA,TOP3000,1,6,INDUSTRY,0.04
refit_46c4f70695,"-rank(ts_corr(ts_rank(eps_estimate_value, 120), ts_rank(volume, 120), 120))",USA,TOP3000,1,6,INDUSTRY,0.04
refit_377338d43e,"rank(ts_zscore(earnings_per_share_reported_value, 120) - ts_zscore(cap, 120))",USA,TOP3000,1,6,INDUSTRY,0.04
refit_e9c89dbed6,"rank(ts_zscore(earnings_per_share_reported_value, 120) - ts_zscore(returns, 120))",USA,TOP3000,1,6,INDUSTRY,0.04
refit_dd87968c64,"rank(ts_delta(ts_mean(earnings_per_share_reported_value, 20), 60))",USA,TOP3000,1,6,INDUSTRY,0.04
decor_4f69caefe1,"rank(ts_rank(analyst_revision_rank_derivative, 120) - ts_rank(returns, 120))",USA,TOP3000,1,6,INDUSTRY,0.04
decor_3444fe2ed4,"rank(ts_decay_linear(rank(ts_rank(analyst_revision_rank_derivative, 120) - ts_rank(returns, 120)), 3))",USA,TOP3000,1,6,INDUSTRY,0.04
decor_a5a78df09c,"rank(ts_mean(rank(ts_rank(analyst_revision_rank_derivative, 120) - ts_rank(returns, 120)), 3))",USA,TOP3000,1,6,INDUSTRY,0.04
decor_0eab9349e6,"trade_when(rank(adv20) > 0.15, rank(ts_rank(analyst_revision_rank_derivative, 120) - ts_rank(returns, 120)), rank(adv20) < 0.05)",USA,TOP3000,1,6,INDUSTRY,0.04
decor_bde0a3770c,"rank(rank(ts_rank(analyst_revision_rank_derivative, 120) - ts_rank(returns, 120)) - rank(ts_std_dev(returns, 120)))",USA,TOP3000,1,6,INDUSTRY,0.04
decor_fcfd03e976,"rank(rank(ts_rank(analyst_revision_rank_derivative, 120) - ts_rank(returns, 120)) - rank(cap))",USA,TOP3000,1,6,INDUSTRY,0.04
simp_c5d34060f9,"group_neutralize(-ts_delta(earnings_momentum_analyst_score, 3), subindustry)",USA,TOP3000,1,12,INDUSTRY,0.05
simp_203f58cacd,"group_neutralize(-rank(earnings_momentum_analyst_score) * rank(ts_std_dev(earnings_momentum_analyst_score, 20)), subindustry)",USA,TOP3000,1,12,INDUSTRY,0.05
simp_8be8b7bd64,"group_neutralize(rank(ts_delta(ts_mean(earnings_momentum_analyst_score, 20), 60)), bucket(rank(cap), range='0.1,1,0.1'))",USA,TOP3000,1,12,INDUSTRY,0.05
simp_15116f03ca,"group_neutralize(rank(ts_rank(earnings_momentum_analyst_score, 120) - ts_rank(abs(ts_mean(returns, 252) / (ts_std_dev(returns, 252) + 0.001)), 120)), bucket(rank(cap), range='0.1,1,0.1'))",USA,TOP3000,1,12,INDUSTRY,0.05
simp_c0e8e017ad,"trade_when(ts_rank(ts_std_dev(returns, 10), 252) < 0.9, group_neutralize(rank(earnings_momentum_analyst_score), bucket(rank(cap), range='0.1,1,0.1')), -1)",USA,TOP3000,1,12,INDUSTRY,0.05
simp_5d040dc29b,"group_neutralize(-ts_delta(change_in_eps_surprise, 3), subindustry)",USA,TOP3000,1,12,INDUSTRY,0.05
simp_b515fd2023,"group_neutralize(-rank(change_in_eps_surprise) * rank(ts_std_dev(change_in_eps_surprise, 20)), subindustry)",USA,TOP3000,1,12,INDUSTRY,0.05
simp_02fa0a0954,"group_neutralize(rank(ts_delta(ts_mean(change_in_eps_surprise, 20), 60)), bucket(rank(cap), range='0.1,1,0.1'))",USA,TOP3000,1,12,INDUSTRY,0.05
simp_63e9fae78c,"group_neutralize(rank(ts_rank(change_in_eps_surprise, 120) - ts_rank(abs(ts_mean(returns, 252) / (ts_std_dev(returns, 252) + 0.001)), 120)), bucket(rank(cap), range='0.1,1,0.1'))",USA,TOP3000,1,12,INDUSTRY,0.05
simp_a0b54171fd,"trade_when(ts_rank(ts_std_dev(returns, 10), 252) < 0.9, group_neutralize(rank(change_in_eps_surprise), bucket(rank(cap), range='0.1,1,0.1')), -1)",USA,TOP3000,1,12,INDUSTRY,0.05
simp_4d44a3a54f,"group_neutralize(-ts_delta(earnings_revision_magnitude, 3), subindustry)",USA,TOP3000,1,12,INDUSTRY,0.05
simp_e3169b4d73,"group_neutralize(-rank(earnings_revision_magnitude) * rank(ts_std_dev(earnings_revision_magnitude, 20)), subindustry)",USA,TOP3000,1,12,INDUSTRY,0.05
simp_07e4ae18c6,"group_neutralize(rank(ts_delta(ts_mean(earnings_revision_magnitude, 20), 60)), bucket(rank(cap), range='0.1,1,0.1'))",USA,TOP3000,1,12,INDUSTRY,0.05
simp_c75950116b,"group_neutralize(rank(ts_rank(earnings_revision_magnitude, 120) - ts_rank(abs(ts_mean(returns, 252) / (ts_std_dev(returns, 252) + 0.001)), 120)), bucket(rank(cap), range='0.1,1,0.1'))",USA,TOP3000,1,12,INDUSTRY,0.05
simp_2deaebfdc3,"trade_when(ts_rank(ts_std_dev(returns, 10), 252) < 0.9, group_neutralize(rank(earnings_revision_magnitude), bucket(rank(cap), range='0.1,1,0.1')), -1)",USA,TOP3000,1,12,INDUSTRY,0.05
simp_e29b062558,"group_neutralize(-ts_delta(earnings_torpedo_indicator, 3), subindustry)",USA,TOP3000,1,12,INDUSTRY,0.05
simp_6a506a99c7,"group_neutralize(-rank(earnings_torpedo_indicator) * rank(ts_std_dev(earnings_torpedo_indicator, 20)), subindustry)",USA,TOP3000,1,12,INDUSTRY,0.05
simp_6c96f694b6,"group_neutralize(rank(ts_delta(ts_mean(earnings_torpedo_indicator, 20), 60)), bucket(rank(cap), range='0.1,1,0.1'))",USA,TOP3000,1,12,INDUSTRY,0.05
simp_9b80d83f9c,"group_neutralize(rank(ts_rank(earnings_torpedo_indicator, 120) - ts_rank(abs(ts_mean(returns, 252) / (ts_std_dev(returns, 252) + 0.001)), 120)), bucket(rank(cap), range='0.1,1,0.1'))",USA,TOP3000,1,12,INDUSTRY,0.05
simp_3f4b4a854e,"trade_when(ts_rank(ts_std_dev(returns, 10), 252) < 0.9, group_neutralize(rank(earnings_torpedo_indicator), bucket(rank(cap), range='0.1,1,0.1')), -1)",USA,TOP3000,1,12,INDUSTRY,0.05
simp_220dab3fd7,"group_neutralize(-ts_delta(earnings_shortfall_metric, 3), subindustry)",USA,TOP3000,1,12,INDUSTRY,0.05
simp_8806a11eb5,"group_neutralize(-rank(earnings_shortfall_metric) * rank(ts_std_dev(earnings_shortfall_metric, 20)), subindustry)",USA,TOP3000,1,12,INDUSTRY,0.05
simp_7e432dd089,"group_neutralize(rank(ts_delta(ts_mean(earnings_shortfall_metric, 20), 60)), bucket(rank(cap), range='0.1,1,0.1'))",USA,TOP3000,1,12,INDUSTRY,0.05
simp_40404b752d,"group_neutralize(rank(ts_rank(earnings_shortfall_metric, 120) - ts_rank(abs(ts_mean(returns, 252) / (ts_std_dev(returns, 252) + 0.001)), 120)), bucket(rank(cap), range='0.1,1,0.1'))",USA,TOP3000,1,12,INDUSTRY,0.05
simp_8ea6356699,"trade_when(ts_rank(ts_std_dev(returns, 10), 252) < 0.9, group_neutralize(rank(earnings_shortfall_metric), bucket(rank(cap), range='0.1,1,0.1')), -1)",USA,TOP3000,1,12,INDUSTRY,0.05
simp_850221e880,"group_neutralize(-ts_delta(analyst_revision_rank_derivative, 3), subindustry)",USA,TOP3000,1,12,INDUSTRY,0.05
simp_62cf96e967,"group_neutralize(-rank(analyst_revision_rank_derivative) * rank(ts_std_dev(analyst_revision_rank_derivative, 20)), subindustry)",USA,TOP3000,1,12,INDUSTRY,0.05
simp_830a039394,"group_neutralize(rank(ts_delta(ts_mean(analyst_revision_rank_derivative, 20), 60)), bucket(rank(cap), range='0.1,1,0.1'))",USA,TOP3000,1,12,INDUSTRY,0.05
simp_0ca1eb75de,"group_neutralize(rank(ts_rank(analyst_revision_rank_derivative, 120) - ts_rank(abs(ts_mean(returns, 252) / (ts_std_dev(returns, 252) + 0.001)), 120)), bucket(rank(cap), range='0.1,1,0.1'))",USA,TOP3000,1,12,INDUSTRY,0.05
simp_a1a7020b11,"trade_when(ts_rank(ts_std_dev(returns, 10), 252) < 0.9, group_neutralize(rank(analyst_revision_rank_derivative), bucket(rank(cap), range='0.1,1,0.1')), -1)",USA,TOP3000,1,12,INDUSTRY,0.05
simp_89b14c3fba,"group_neutralize(-ts_delta(eps_estimate_value, 3), subindustry)",USA,TOP3000,1,12,INDUSTRY,0.05
simp_ac64568afe,"group_neutralize(-rank(eps_estimate_value) * rank(ts_std_dev(eps_estimate_value, 20)), subindustry)",USA,TOP3000,1,12,INDUSTRY,0.05
simp_c1434b7c7e,"group_neutralize(rank(ts_delta(ts_mean(eps_estimate_value, 20), 60)), bucket(rank(cap), range='0.1,1,0.1'))",USA,TOP3000,1,12,INDUSTRY,0.05
simp_2446b0bb80,"group_neutralize(rank(ts_rank(eps_estimate_value, 120) - ts_rank(abs(ts_mean(returns, 252) / (ts_std_dev(returns, 252) + 0.001)), 120)), bucket(rank(cap), range='0.1,1,0.1'))",USA,TOP3000,1,12,INDUSTRY,0.05
simp_9148d1849b,"trade_when(ts_rank(ts_std_dev(returns, 10), 252) < 0.9, group_neutralize(rank(eps_estimate_value), bucket(rank(cap), range='0.1,1,0.1')), -1)",USA,TOP3000,1,12,INDUSTRY,0.05
simp_819463406c,"group_neutralize(-ts_delta(earnings_per_share_reported_value, 3), subindustry)",USA,TOP3000,1,12,INDUSTRY,0.05
simp_7a34e546f6,"group_neutralize(-rank(earnings_per_share_reported_value) * rank(ts_std_dev(earnings_per_share_reported_value, 20)), subindustry)",USA,TOP3000,1,12,INDUSTRY,0.05
simp_618237e927,"group_neutralize(rank(ts_delta(ts_mean(earnings_per_share_reported_value, 20), 60)), bucket(rank(cap), range='0.1,1,0.1'))",USA,TOP3000,1,12,INDUSTRY,0.05
simp_6d6c6b7451,"group_neutralize(rank(ts_rank(earnings_per_share_reported_value, 120) - ts_rank(abs(ts_mean(returns, 252) / (ts_std_dev(returns, 252) + 0.001)), 120)), bucket(rank(cap), range='0.1,1,0.1'))",USA,TOP3000,1,12,INDUSTRY,0.05
simp_03ea0382ca,"trade_when(ts_rank(ts_std_dev(returns, 10), 252) < 0.9, group_neutralize(rank(earnings_per_share_reported_value), bucket(rank(cap), range='0.1,1,0.1')), -1)",USA,TOP3000,1,12,INDUSTRY,0.05
simp_405cc331a3,"group_neutralize(-ts_delta(actual_eps_value_quarterly, 3), subindustry)",USA,TOP3000,1,12,INDUSTRY,0.05
simp_d2ca123680,"group_neutralize(-rank(actual_eps_value_quarterly) * rank(ts_std_dev(actual_eps_value_quarterly, 20)), subindustry)",USA,TOP3000,1,12,INDUSTRY,0.05
simp_ba7488cf88,"group_neutralize(rank(ts_delta(ts_mean(actual_eps_value_quarterly, 20), 60)), bucket(rank(cap), range='0.1,1,0.1'))",USA,TOP3000,1,12,INDUSTRY,0.05
simp_1469ffb583,"group_neutralize(rank(ts_rank(actual_eps_value_quarterly, 120) - ts_rank(abs(ts_mean(returns, 252) / (ts_std_dev(returns, 252) + 0.001)), 120)), bucket(rank(cap), range='0.1,1,0.1'))",USA,TOP3000,1,12,INDUSTRY,0.05
simp_aa4e8b8071,"trade_when(ts_rank(ts_std_dev(returns, 10), 252) < 0.9, group_neutralize(rank(actual_eps_value_quarterly), bucket(rank(cap), range='0.1,1,0.1')), -1)",USA,TOP3000,1,12,INDUSTRY,0.05
simp_9384547300,"group_neutralize(-ts_delta(actual_cashflow_per_share_value_quarterly, 3), subindustry)",USA,TOP3000,1,12,INDUSTRY,0.05
simp_b6d85439ab,"group_neutralize(-rank(actual_cashflow_per_share_value_quarterly) * rank(ts_std_dev(actual_cashflow_per_share_value_quarterly, 20)), subindustry)",USA,TOP3000,1,12,INDUSTRY,0.05
simp_84fb6628ea,"group_neutralize(rank(ts_delta(ts_mean(actual_cashflow_per_share_value_quarterly, 20), 60)), bucket(rank(cap), range='0.1,1,0.1'))",USA,TOP3000,1,12,INDUSTRY,0.05
simp_79c3b3dc81,"group_neutralize(rank(ts_rank(actual_cashflow_per_share_value_quarterly, 120) - ts_rank(abs(ts_mean(returns, 252) / (ts_std_dev(returns, 252) + 0.001)), 120)), bucket(rank(cap), range='0.1,1,0.1'))",USA,TOP3000,1,12,INDUSTRY,0.05
simp_a08a62e1f8,"trade_when(ts_rank(ts_std_dev(returns, 10), 252) < 0.9, group_neutralize(rank(actual_cashflow_per_share_value_quarterly), bucket(rank(cap), range='0.1,1,0.1')), -1)",USA,TOP3000,1,12,INDUSTRY,0.05
simp_d5116bb744,"group_neutralize(rank(earnings_momentum_analyst_score) - rank(ts_mean(returns - group_mean(returns, 1, market), 5)) - rank(ts_delay(ts_mean(returns - group_mean(returns, 1, market), 20), 20)), bucket(rank(cap), range='0.1,1,0.1'))",USA,TOP3000,1,12,INDUSTRY,0.05
simp_cfb7e51a36,"trade_when(ts_rank(ts_std_dev(group_mean(returns, 1, market), 10), 252) < 0.9, group_neutralize(rank(earnings_momentum_analyst_score) - rank(ts_mean(returns - group_mean(returns, 1, market), 5)), bucket(rank(cap), range='0.1,1,0.1')), -1)",USA,TOP3000,1,12,INDUSTRY,0.05
simp_db3503d15a,"group_neutralize(rank(change_in_eps_surprise) - rank(ts_mean(returns - group_mean(returns, 1, market), 5)) - rank(ts_delay(ts_mean(returns - group_mean(returns, 1, market), 20), 20)), bucket(rank(cap), range='0.1,1,0.1'))",USA,TOP3000,1,12,INDUSTRY,0.05
simp_cee04deb21,"trade_when(ts_rank(ts_std_dev(group_mean(returns, 1, market), 10), 252) < 0.9, group_neutralize(rank(change_in_eps_surprise) - rank(ts_mean(returns - group_mean(returns, 1, market), 5)), bucket(rank(cap), range='0.1,1,0.1')), -1)",USA,TOP3000,1,12,INDUSTRY,0.05
simp_a2650205ca,"group_neutralize(rank(earnings_revision_magnitude) - rank(ts_mean(returns - group_mean(returns, 1, market), 5)) - rank(ts_delay(ts_mean(returns - group_mean(returns, 1, market), 20), 20)), bucket(rank(cap), range='0.1,1,0.1'))",USA,TOP3000,1,12,INDUSTRY,0.05
simp_3aa7ac4013,"trade_when(ts_rank(ts_std_dev(group_mean(returns, 1, market), 10), 252) < 0.9, group_neutralize(rank(earnings_revision_magnitude) - rank(ts_mean(returns - group_mean(returns, 1, market), 5)), bucket(rank(cap), range='0.1,1,0.1')), -1)",USA,TOP3000,1,12,INDUSTRY,0.05
simp_a6320f6638,"group_neutralize(rank(earnings_torpedo_indicator) - rank(ts_mean(returns - group_mean(returns, 1, market), 5)) - rank(ts_delay(ts_mean(returns - group_mean(returns, 1, market), 20), 20)), bucket(rank(cap), range='0.1,1,0.1'))",USA,TOP3000,1,12,INDUSTRY,0.05
simp_70b0fa1e23,"trade_when(ts_rank(ts_std_dev(group_mean(returns, 1, market), 10), 252) < 0.9, group_neutralize(rank(earnings_torpedo_indicator) - rank(ts_mean(returns - group_mean(returns, 1, market), 5)), bucket(rank(cap), range='0.1,1,0.1')), -1)",USA,TOP3000,1,12,INDUSTRY,0.05
simp_0f0941ae16,"group_neutralize(rank(earnings_shortfall_metric) - rank(ts_mean(returns - group_mean(returns, 1, market), 5)) - rank(ts_delay(ts_mean(returns - group_mean(returns, 1, market), 20), 20)), bucket(rank(cap), range='0.1,1,0.1'))",USA,TOP3000,1,12,INDUSTRY,0.05
simp_b0fae534b0,"trade_when(ts_rank(ts_std_dev(group_mean(returns, 1, market), 10), 252) < 0.9, group_neutralize(rank(earnings_shortfall_metric) - rank(ts_mean(returns - group_mean(returns, 1, market), 5)), bucket(rank(cap), range='0.1,1,0.1')), -1)",USA,TOP3000,1,12,INDUSTRY,0.05
simp_0b1a9378f3,"group_neutralize(rank(analyst_revision_rank_derivative) - rank(ts_mean(returns - group_mean(returns, 1, market), 5)) - rank(ts_delay(ts_mean(returns - group_mean(returns, 1, market), 20), 20)), bucket(rank(cap), range='0.1,1,0.1'))",USA,TOP3000,1,12,INDUSTRY,0.05
simp_3d36c5d8c4,"trade_when(ts_rank(ts_std_dev(group_mean(returns, 1, market), 10), 252) < 0.9, group_neutralize(rank(analyst_revision_rank_derivative) - rank(ts_mean(returns - group_mean(returns, 1, market), 5)), bucket(rank(cap), range='0.1,1,0.1')), -1)",USA,TOP3000,1,12,INDUSTRY,0.05
simp_40548fa705,"rank(power(ts_std_dev(abs(returns), 30), 2) - power(ts_std_dev(returns, 30), 2))",USA,TOP3000,1,12,INDUSTRY,0.05
simp_a1b1bab085,"group_neutralize(rank(power(ts_std_dev(abs(returns) - returns, 30), 2) - power(ts_std_dev(abs(returns) + returns, 30), 2)), subindustry)",USA,TOP3000,1,12,INDUSTRY,0.05
simp_22d68bb312,"rank(-ts_corr(abs((open - ts_delay(close, 1)) / ts_delay(close, 1)), ts_delay(volume / sharesout, 1), 7))",USA,TOP3000,1,12,INDUSTRY,0.05
simp_6a901c488a,"group_neutralize(rank(-ts_corr(abs((open - ts_delay(close, 1)) / ts_delay(close, 1)), ts_delay(volume / sharesout, 1), 20)), bucket(rank(cap), range='0.1,1,0.1'))",USA,TOP3000,1,12,INDUSTRY,0.05
simp_c070424bee,"rank(ts_corr(ts_delta(volume / sharesout, 1), abs(close / open - 1), 10))",USA,TOP3000,1,12,INDUSTRY,0.05
simp_e5f37ad094,"group_neutralize(rank(-ts_std_dev(volume / sharesout, 20) / (ts_mean(volume / sharesout, 20) + 0.001)), bucket(rank(cap), range='0.1,1,0.1'))",USA,TOP3000,1,12,INDUSTRY,0.05
simp_3c5219eb3e,"group_neutralize(rank(-ts_mean(((high - ts_delay(low, 1)) / ts_delay(low, 1) - log((high - ts_delay(low, 1)) / ts_delay(low, 1) + 1)) * 2 - power(log((high - ts_delay(low, 1)) / ts_delay(low, 1) + 1), 2), 24)), bucket(rank(cap), range='0.1,1,0.1'))",USA,TOP3000,1,12,INDUSTRY,0.05
simp_8b17f77915,"group_neutralize(rank(-ts_sum(returns, 20) * rank(ts_percentage(returns, 60, percentage=0.9) - ts_percentage(returns, 60, percentage=0.1))), bucket(rank(cap), range='0.1,1,0.1'))",USA,TOP3000,1,12,INDUSTRY,0.05
simp_aaecf32790,"trade_when(ts_rank(ts_std_dev(returns, 10), 252) < 0.8, group_neutralize(rank(ts_rank(earnings_momentum_analyst_score, 120) - ts_rank(returns, 252)), bucket(rank(cap), range='0.1,1,0.1')), -1)",USA,TOP3000,1,12,INDUSTRY,0.05
simp_2785ea8465,"group_neutralize(rank(rank(ts_rank(earnings_momentum_analyst_score, 120) - ts_rank(returns, 252)) - rank(ts_std_dev(volume / sharesout, 30))), bucket(rank(cap), range='0.1,1,0.1'))",USA,TOP3000,1,12,INDUSTRY,0.05
simp_d87e0125b0,"group_neutralize(rank(rank(ts_rank(earnings_momentum_analyst_score, 120) - ts_rank(returns, 252)) + rank(-ts_corr(abs((open - ts_delay(close, 1)) / ts_delay(close, 1)), ts_delay(volume / sharesout, 1), 20))), bucket(rank(cap), range='0.1,1,0.1'))",USA,TOP3000,1,12,INDUSTRY,0.05
simp_47b73a7b2f,"trade_when(volume > adv20, group_neutralize(rank(rank(ts_rank(earnings_momentum_analyst_score, 120) - ts_rank(returns, 252)) * rank(-ts_delta(close, 5))), bucket(rank(cap), range='0.1,1,0.1')), -1)",USA,TOP3000,1,12,INDUSTRY,0.05
decor_4a4e7b93ac,"rank(rank(ts_rank(analyst_revision_rank_derivative, 120) - ts_rank(returns, 120)) + 0.2 * rank(ts_corr(vwap, volume, 120)))",USA,TOP3000,1,6,INDUSTRY,0.04
decor_6da24de7a1,"rank(ts_rank(eps_estimate_value, 120) - ts_rank(eps_previous_estimate_value, 120))",USA,TOP3000,1,6,INDUSTRY,0.04
decor_d69c1eb00d,"rank(ts_decay_linear(rank(ts_rank(eps_estimate_value, 120) - ts_rank(eps_previous_estimate_value, 120)), 3))",USA,TOP3000,1,6,INDUSTRY,0.04
decor_0ca333c1cf,"rank(ts_mean(rank(ts_rank(eps_estimate_value, 120) - ts_rank(eps_previous_estimate_value, 120)), 3))",USA,TOP3000,1,6,INDUSTRY,0.04
decor_a98b9ff213,"trade_when(rank(adv20) > 0.15, rank(ts_rank(eps_estimate_value, 120) - ts_rank(eps_previous_estimate_value, 120)), rank(adv20) < 0.05)",USA,TOP3000,1,6,INDUSTRY,0.04
decor_604b785d7c,"rank(rank(ts_rank(eps_estimate_value, 120) - ts_rank(eps_previous_estimate_value, 120)) - rank(ts_std_dev(returns, 120)))",USA,TOP3000,1,6,INDUSTRY,0.04
sparse_0156f153c3,"trade_when(volume > adv20, group_neutralize(rank(ts_rank(earnings_momentum_analyst_score, 120) - ts_rank(returns, 252)), bucket(rank(cap), range='0.1,1,0.1')), -1)",USA,TOP3000,1,18,INDUSTRY,0.05
sparse_7c6854d8f3,"trade_when(abs(returns) < 0.075, group_neutralize(rank(ts_rank(earnings_momentum_analyst_score, 120) - ts_rank(returns, 252)), bucket(rank(cap), range='0.1,1,0.1')), -1)",USA,TOP3000,1,18,INDUSTRY,0.05
sparse_0789c1e619,"trade_when(rank(adv20) > 0.2, group_neutralize(rank(ts_rank(earnings_momentum_analyst_score, 120) - ts_rank(returns, 252)), bucket(rank(cap), range='0.1,1,0.1')), rank(adv20) < 0.05)",USA,TOP3000,1,18,INDUSTRY,0.05
